path,name,extension,size,mime_type,modified_time,wikilinks
tools/src/models/active_inference/AGENTS.md,AGENTS.md,.md,35141,text/markdown,2026-02-06T18:00:24.246475,../../visualization/|../../../../knowledge_base/things/agents/architectures_overview|../../../../docs/api/|../../README|../../../../knowledge_base/cognitive/active_inference|../../../../docs/examples/|../../../../knowledge_base/things/agents/index|policy_system|../../../README|../../AGENTS|../README|../../utils/|learning_system|../../../../knowledge_base/mathematics/free_energy_principle|belief_system|../../../../Things/Generic_Thing/|../../../../docs/guides/
tools/src/models/active_inference/base.py,base.py,.py,5725,text/x-python,2026-02-06T16:09:53.366876,
tools/src/models/matrices/AGENTS.md,AGENTS.md,.md,4520,text/markdown,2026-02-06T16:09:53.367770,../../README|matrix_ops|../active_inference/AGENTS|../../../knowledge_base/mathematics/AGENTS
tools/src/models/matrices/matrix_ops.py,matrix_ops.py,.py,10270,text/x-python,2026-02-06T16:09:53.367922,
tools/src/models/active_inference/docs/dispatcher.md,dispatcher.md,.md,5045,text/markdown,2026-02-06T16:09:53.367500,Policy Inference Methods|Debugging Strategies|Performance Guidelines|GPU Acceleration|Hierarchical Implementation|Custom Policy Implementation|Advanced Methods|Optimization|ActiveInferenceDispatcher|Matrix Operations|Free Energy Components|InferenceMethod|Active Inference Model|Belief Update Methods|Configuration System|Method Specifications|Usage Examples|API Documentation|Precision Adaptation|Configuration Guide|Stability Guidelines|Implementation Architecture|InferenceConfig|Visualization Tools|Belief Update Implementation|Implementation Mapping
tools/src/models/active_inference/docs/biofirm_schema.md,biofirm_schema.md,.md,6704,text/markdown,2026-02-06T16:09:53.367382,Inference Configuration|Active Inference for Control|Adaptive Systems|Homeostatic Control Theory|Advanced Control|System Definition|Transition Model|Matrix Specifications|Custom Control Modes|Learning Mechanisms|Adaptation Strategies|Basic Homeostatic Control|Performance Metrics|Visualization Suite|State Space Abstraction|Observation Model|Information Theory in Control
tools/src/models/active_inference/docs/active_inference_dispatcher.md,active_inference_dispatcher.md,.md,5234,text/markdown,2026-02-06T16:09:53.367245,Performance Optimization|Policy Inference|Precision Updates|Active Inference Algorithms|Active Inference|Belief Updates|Debugging Tips|Active Inference Theory|Sampling Based Inference|Free Energy Principle|Policy Types|Hierarchical Policies|Mean Field Inference|Variational Bayes|ActiveInferenceDispatcher|Advanced Sampling|Numerical Stability|Configuration Examples|Matrix Operations|MCMC Methods|Neural Implementation|Particle Filtering|GPU Support|Continuous Sampling Config|Variational Inference|The Free-Energy Principle|Discrete Active Inference|InferenceConfig|Discrete Variational Config|Expected Free Energy
tools/src/models/active_inference/config_examples/continuous_sampling.yaml,continuous_sampling.yaml,.yaml,708,,2026-02-06T16:09:53.366966,
tools/src/models/active_inference/config_examples/discrete_variational.yaml,discrete_variational.yaml,.yaml,595,,2026-02-06T16:09:53.367023,
tests/visualization/test_continuous_generic.py,test_continuous_generic.py,.py,13524,text/x-python,2026-02-06T16:09:53.365618,
tests/Output/test_belief_evolution.png,test_belief_evolution.png,.png,36352,image/png,2026-02-06T16:09:53.363366,
tests/Output/test_multi_heatmap.png,test_multi_heatmap.png,.png,31005,image/png,2026-02-06T16:09:53.364417,
tests/Output/test_heatmap_2x2.png,test_heatmap_2x2.png,.png,11167,image/png,2026-02-06T16:09:53.363668,
tests/Output/test_heatmap_4x4.png,test_heatmap_4x4.png,.png,11293,image/png,2026-02-06T16:09:53.363932,
tests/Output/test_policy_eval.png,test_policy_eval.png,.png,19998,image/png,2026-02-06T16:09:53.364686,
tests/Output/test_network.png,test_network.png,.png,21060,image/png,2026-02-06T16:09:53.364599,
tests/Output/test_heatmap.png,test_heatmap.png,.png,15240,image/png,2026-02-06T16:09:53.363481,
tests/Output/test_bar.png,test_bar.png,.png,16924,image/png,2026-02-06T16:09:53.362989,
tests/Output/test_heatmap_3x3.png,test_heatmap_3x3.png,.png,13500,image/png,2026-02-06T16:09:53.363745,
tests/Output/test_landscape.png,test_landscape.png,.png,116417,image/png,2026-02-06T16:09:53.364285,
Output/tests/visualization/action_phase_space.png,action_phase_space.png,.png,196560,image/png,2025-02-11T08:01:12.592000,
Output/tests/visualization/belief_animation.gif,belief_animation.gif,.gif,13606147,image/gif,2025-02-11T08:01:12.634999,
Output/tests/visualization/phase_space_energy.png,phase_space_energy.png,.png,110345,image/png,2025-02-11T08:01:12.638999,
Output/tests/visualization/energy_ratio.png,energy_ratio.png,.png,43159,image/png,2025-02-11T08:01:12.634999,
Output/tests/visualization/belief_evolution.png,belief_evolution.png,.png,66022,image/png,2025-02-11T08:01:12.634999,
Output/tests/visualization/action_evolution.png,action_evolution.png,.png,167326,image/png,2025-02-11T08:01:12.592000,
Output/tests/visualization/generalized_coordinates.png,generalized_coordinates.png,.png,88611,image/png,2025-02-11T08:01:12.638999,
Output/tests/visualization/summary.png,summary.png,.png,195126,image/png,2025-02-11T08:01:12.638999,
Output/tests/visualization/energy_components.png,energy_components.png,.png,51756,image/png,2025-02-11T08:01:12.634999,
Output/tests/visualization/free_energy_landscape.png,free_energy_landscape.png,.png,464870,image/png,2025-02-11T08:01:12.638999,
Output/tests/visualization/detailed_summary.png,detailed_summary.png,.png,297821,image/png,2025-02-11T08:01:12.634999,
Output/tests/visualization/phase_space_with_vectors.png,phase_space_with_vectors.png,.png,70549,image/png,2025-02-11T08:01:12.638999,
Output/tests/visualization/belief_evolution_with_uncertainty.png,belief_evolution_with_uncertainty.png,.png,42066,image/png,2025-02-11T08:01:12.634999,
.obsidian/plugins/3d-graph/styles.css,styles.css,.css,991,text/css,2026-02-06T16:09:52.792602,
.obsidian/plugins/3d-graph/main.js,main.js,.js,1200626,text/javascript,2026-02-06T16:09:52.792395,
.obsidian/plugins/3d-graph/manifest.json,manifest.json,.json,209,application/json,2026-02-06T16:09:52.792537,
docs/research/README.md,README.md,.md,23311,text/markdown,2026-02-06T17:57:20.888240,../development/|../../knowledge_base/cognitive/|../guides/learning_paths/|../../tools/|../api/|../repo_docs/contribution_guide|../repo_docs/documentation_standards|../development/contribution_guide|research_documentation_index|../../tests/|../../knowledge_base/mathematics/|../../tools/src/models/|../../knowledge_base/|ant_colony_active_inference|../templates/research_document|../../knowledge_base/things/|../implementation/|research_documentation
docs/research/index.md,index.md,.md,4799,text/markdown,2026-02-06T17:52:35.391289,docs/guides/research_guides|research_methods|docs/api/research_api|complex_systems/README|examples/README|research_areas|methodology/README|guides/research/best_practices|guidelines/README|docs/examples/research_examples|knowledge_base/research/tools|learning_paths/research|knowledge_base/research/methodology|active_inference/README|validation/README|tutorials/research|architectures/README|implementations/README|templates/README|standards/README|knowledge_base/research/standards
docs/research/research_documentation.md,research_documentation.md,.md,4411,text/markdown,2026-02-06T16:09:53.301220,hypothesis_testing|../concepts/cognitive_modeling_concepts|markov_models|A_matrix|variational_inference|control_variables|belief_evolution|temperature_parameter|gradient_descent|belief_propagation|epistemic_value|optimal_control|reinforcement_learning|da_costa_2020|buckley_2017|frequentist_analysis|active_inference_theory|prediction_error|exploration_exploitation|active_inference_pomdp|information_theory|C_matrix|compute_efe|policy_optimization|power_analysis|numerical_methods|statistical_foundations|E_matrix|expected_free_energy_update|model_implementation|D_matrix|state_estimation|free_energy_principle|knowledge_base/mathematics/active_inference_pomdp|observation_models|belief_updating|state_spaces|model_comparison|statistical_analysis|../guides/implementation_guides|parameter_estimation|convergence_analysis|efe_components|monte_carlo_methods|free_energy_landscape|goodness_of_fit|expected_free_energy|experiment_design|optimization_methods|game_theory|variational_free_energy|stability_analysis|../api/api_documentation|policy_visualization|hidden_states|friston_2017|action_selection|data_visualization|validation_methods|../examples/usage_examples|causal_analysis|sampling_strategies|bayesian_analysis|variational_methods|information_metrics|parr_2019|B_matrix|pragmatic_value|predictive_coding|policy_selection
docs/research/research_documentation_index.md,research_documentation_index.md,.md,4436,text/markdown,2026-02-06T16:09:53.301341,../concepts/concept_documentation_index|hypothesis_testing|markov_models|A_matrix|variational_inference|control_variables|belief_evolution|temperature_parameter|gradient_descent|belief_propagation|epistemic_value|optimal_control|reinforcement_learning|da_costa_2020|buckley_2017|frequentist_analysis|active_inference_theory|prediction_error|exploration_exploitation|active_inference_pomdp|information_theory|C_matrix|compute_efe|policy_optimization|power_analysis|numerical_methods|statistical_foundations|E_matrix|expected_free_energy_update|model_implementation|D_matrix|knowledge_base/mathematics/active_inference_pomdp|state_estimation|free_energy_principle|observation_models|belief_updating|state_spaces|model_comparison|statistical_analysis|parameter_estimation|convergence_analysis|efe_components|monte_carlo_methods|free_energy_landscape|goodness_of_fit|expected_free_energy|experiment_design|optimization_methods|game_theory|variational_free_energy|../api/api_documentation_index|stability_analysis|policy_visualization|hidden_states|friston_2017|action_selection|data_visualization|../guides/implementation_guides_index|validation_methods|causal_analysis|sampling_strategies|bayesian_analysis|variational_methods|information_metrics|../examples/usage_examples_index|B_matrix|../concepts/knowledge_organization|pragmatic_value|parr_2019|predictive_coding|policy_selection
docs/research/AGENTS.md,AGENTS.md,.md,23423,text/markdown,2026-02-06T17:56:53.913695,../research/|../../tools/research_tools|../../docs/guides/AGENTS|../../knowledge_base/cognitive/active_inference|ant_colony_active_inference|../../docs/agents/AGENTS|../../docs/examples/AGENTS
docs/research/ant_colony_active_inference.md,ant_colony_active_inference.md,.md,7582,text/markdown,2026-02-06T17:56:42.242970,research/multi_colony_systems|knowledge_base/cognitive/stigmergic_coordination|knowledge_base/cognitive/collective_behavior_ants|knowledge_base/things/Ant_Colony/ant_colony/simulation|knowledge_base/cognitive/free_energy_principle|knowledge_base/things/Ant_Colony/ant_colony/agents/nestmate|knowledge_base/things/Ant_Colony/visualization/renderer|docs/guides/ant_colony_guide|docs/api/ant_colony_api|research_document_template|research/active_inference_foundations|knowledge_base/cognitive/emergence_self_organization|research/hierarchical_swarms|research/collective_behavior_basics|knowledge_base/cognitive/swarm_intelligence|knowledge_base/cognitive/active_inference|knowledge_base/cognitive/collective_behavior|docs/examples/ant_colony_example
docs/tools/development_tools_index.md,development_tools_index.md,.md,4150,text/markdown,2025-08-08T09:08:59.536999,debug_tools|interactive_viz|comparison_tools|plugin_development|packaging_tools|complexity_analyzer|coverage_tools|visualization_utils|release_tools|metric_tools|diagram_tools|changelog_tools|workflow_scripts|../templates/tool_template|link_checker|distribution_tools|analysis_tools|usage_guides|extension_tools|example_scripts|model_evaluator|linting_tools|profiling_tools|code_review_tools|maintenance_tools|optimization_tools|data_collectors|doc_scripts|test_generators|ci_tools|utility_libraries|graph_generator|tool_documentation|api_doc_tools|doc_generator|review_tools|plotting_tools|script_templates|static_analyzer|example_generator|build_system|experiment_runner|../api/api_documentation_index|benchmark_tools|api_reference|cd_tools|tool_development|automation_tools|documentation_tools|dev_scripts|dependency_analyzer|tool_integration|git_tools|../guides/implementation_guides_index|config_tools|setup_tools|test_runner|dependency_tools|report_generator|task_automation|communication_tools|batch_tools|../examples/usage_examples_index|../concepts/knowledge_organization|quality_metrics|reference_tools|style_checker|doc_validator
docs/tools/automation_scripts.md,automation_scripts.md,.md,5337,text/markdown,2026-02-06T17:43:54.399007,trigger_system|debug_tools|archive_automation|template_syntax|metadata_management|security_practices|custom_commands|content_processing|git_integration|custom_scripts|error_resolution|testing_framework|project_automation|access_control|automation_documentation|development_tools|template_usage|error_handling|maintenance_procedures|note_creation|api_usage|coding_standards|custom_views|template_organization|optimization_guide|scripting_guide|file_operations|custom_interfaces|dynamic_content|content_updates|data_safety|version_control|code_structure|dataview_scripts|scheduler|script_errors|templater_plugin|database_integration|performance_monitoring|file_system|workflow_builder|api_reference|system_integration|api_integration|template_functions|tool_integration|task_scripts|review_automation|compatibility_problems|plugin_creation|network_operations|workflow_optimization|performance_issues|quickadd_scripts
